vente_article_id;contrat_num;article_type_code;reference_article_magasin;prix_vente_final;qte_vente;taux_commission;prix_net_deposant;magasin_code;vente_num;prix_vente_total;date_cloture_vente;date_reglement;reglement_deposant_id;prix_reglee;prix_deposant;prix_com;taux_assurance;contact_num;taux_tva;prix_a_reglee;reglee;libelle;STATUS
D33LAT-152315;1503019;DEPOT;11514702;15;1;0.4;0;D33LAT;0000001403;15;20150921;20151015;1510141958333;9;9;6;0;D33LAT-11300406;0.2;15;1;MOULIN A CAFE BOIS METAL DORE;C
D33LAT-152319;1501416;DEPOT;11506821;76;1;0.5;0;D33LAT;0000001409;76;20150921;20151015;1510132334116;38;38;38;0;D33LAT-10700275;0.2;76;1;TABLE BUREAU D/NOYER ;C
D33LAT-152320;000217;DEPOT;000217-1;45;1;0.5;0;D33LAT;0000001409;45;20150921;20151015;1510251217613;0;22.5;22.5;0;D33LAT-11500671;0.2;45;0;Radiateur a bain d'huile electrique + notice d'utilisation acc;C
D33LAT-152321;1500923;DEPOT;11504625;3.75;2;0.4;0;D33LAT;0000001410;7.5;20150921;20151015;151014195863;6;6;4;0;D33LAT-11300406;0.2;10;1;TABLE PIED METAL D/MARRON;C
D33LAT-152323;1501790;DEPOT;11508610;33;1;0.5;0;D33LAT;0000001410;33;20150921;20151015;1510141958331;16.5;16.5;16.5;0;D33LAT-11500451;0.2;33;1;BIBLIOTHEQUE 2PV+2P COUL ORME;C
D33LAT-152324;1502261;DEPOT;11510837;3.5;12;0.5;0;D33LAT;0000001410;42;20150921;20151015;1510132335675;21;21;21;0;D33LAT-11000992;0.2;42;1;CHAISE D ACCUEIL BORDEAUX NOIR;C
D33LAT-152326;000172;DEPOT;000172-26;15;1;0.5;0;D33LAT;0000001411;15;20150921;20151015;1510132335447;7.5;7.5;7.5;0;D33LATPO50572;0.2;15;1;LAMPE FF 1 TULIPE;C
D33LAT-152327;1502482;DEPOT;11511811;12.75;1;0.5;0;D33LAT;0000001411;12.75;20150921;20151015;1510132335754;5.25;5.25;5.25;0;D33LAT-19800832;0.2;10.5;1;PANTHERE PELUCHE ;C
D33LAT-152328;1501456;DEPOT;11506981;30;1;0.5;0;D33LAT;0000001411;30;20150921;20151015;1510251217357;0;15;15;0;D33LAT-11500373;0.2;30;0;LIT 140/190 +MTT ;C
D33LAT-152329;1501935;DEPOT;11509411;31.5;1;0.5;0;D33LAT;0000001411;31.5;20150921;20151015;1510201502492;14;14;14;0;D33LAT-11500392;0.2;28;1;CADRE MODERNE TOILE ROSE;C
D33LAT-152330;1502793;DEPOT;11513416;75;2;0.489215;0;D33LAT;0000001411;150;20150921;20151015;1510132335930;65.125;65.13;62.37;0;D33LAT-10700216;0.2;127.5;1;CHEVET MERISIER 1 PORTE / 1 TIROIR;C
D33LAT-152331;000089;DEPOT;000089-21;10;1;0.4;0;D33LAT;0000001412;10;20150921;20151015;1510132335758;6;6;4;0;D33LAT-19700084;0.2;10;1;Statuette religieuse metal;C
D33LAT-152332;000089;DEPOT;000089-54;10;1;0.4;0;D33LAT;0000001412;10;20150921;20151015;1510132335758;6;6;4;0;D33LAT-19700084;0.2;10;1;Vase delft blc bleu;C
D33LAT-152334;1500278;DEPOT;11501803;39;1;0.38;0;D33LAT;0000001414;39;20150921;20151015;1510141958322;24.18;24.18;14.82;0;D33LAT-10600207;0.2;39;1;E413 SERIE DE 3 CASSEROLES;C
D33LAT-152335;000214;DEPOT;000214-9;60;1;0.5;0;D33LAT;0000001414;60;20150921;20151015;1510132335674;30;30;30;0;D33LATDU50607;0.2;60;1;Paire de chevets chene
1t1n
;C
D33LAT-152337;000214;DEPOT;000214-3;60;1;0.5;0;D33LAT;0000001416;60;20150921;20151015;1510132335674;30;30;30;0;D33LATDU50607;0.2;60;1;Classeur a rideau+cle c2;C
D33LAT-152338;1501835;DEPOT;11508825;8.25;1;0.4;0;D33LAT;0000001417;8.25;20150921;20151015;1510132334622;4.95;4.95;3.3;0;D33LAT-19700084;0.2;8.25;1;SERVITEUR TRIPLE MA ;C
D33LAT-152340;1502446;DEPOT;11511681;5;1;0.2;0;D33LAT;0000001417;5;20150921;20151015;1510132334607;4;4;1;0;D33LAT-19800369;0.2;5;1;VERRE ANC GRAVE ;C
D33LAT-152341;1502549;DEPOT;11512204;5;1;0.4;0;D33LAT;0000001418;5;20150921;20151015;1510141958355;3;3;2;0;D33LAT-11300406;0.2;5;1;ROULEAU A PATISSERIE ;C
D33LAT-152342;000201;DEPOT;000201-74;5;1;0.4;0;D33LAT;0000001418;5;20150921;20151015;1510132335175;3;3;2;0;D33LAT-19700084;0.2;5;1;Paire assiettes Delft;C
D33LAT-152343;1502214;DEPOT;11510632;42;1;0.5;0;D33LAT;0000001419;42;20150921;20151015;1510191650506;21;21;21;0;D33LAT-11000560;0.2;42;1;LUSTRE PAMPILLES ANC ;C
D33LAT-152344;000156;DEPOT;000156-54;8;1;0.4;0;D33LAT;0000001419;8;20150921;20151015;1510141958268;4.8;4.8;3.2;0;D33LAT-11300406;0.2;8;1;COUPELLES GIEN NOIRBLANC;C
D33LAT-152350;1501402;DEPOT;11506760;160;1;0.48125;0;D33LAT;0000001420;160;20150921;20151015;1510132335827;83;83;77;0;D33LAT-11500354;0.2;160;1;PENDULE SOUS CLOCHE ;C
D33LAT-152353;1502331;DEPOT;11511220;8.5;2;0.4;0;D33LAT;0000001422;17;20150921;20151015;1510141958318;8.4;8.4;5.6;0;D33LAT-11300406;0.2;14;1;ASSIETTE DECO COUPE FLEUR LIMOGES;C
D33LAT-152354;000156;DEPOT;000156-28;7;1;0.4;0;D33LAT;0000001422;7;20150921;20151015;1510141958268;4.2;4.2;2.8;0;D33LAT-11300406;0.2;7;1;LOT PLATS CREUX PORCELAINE;C
D33LAT-152356;1501588;DEPOT;11507626;70;1;0.01;0;D33LAT;0000001424;70;20150921;20151015;1510132334652;69.3;69.3;0.7;0;D33LAT-11300098;0.2;70;1;24-27  MIROIR 60 X 80 ;C
D33LAT-152357;1500304;DEPOT;11501603;75;1;0.5;0;D33LAT;0000001425;75;20150921;20151015;1510132335162;30;30;30;0;D33LAT-19900790;0.2;60;1;TAPIS 240*340 ;C
D33LAT-152359;1502931;DEPOT;11514089;10;1;0.4;0;D33LAT;0000001427;10;20150921;20151015;1510132334126;5.1;5.1;3.4;0;D33LAT-11200973;0.2;8.5;1;CADRE REPRO FERIA ;C
D33LAT-152360;1501588;DEPOT;11507657;7;1;0.01;0;D33LAT;0000001428;7;20150921;20151015;1510132334652;6.93;6.93;0.07;0;D33LAT-11300098;0.2;7;1;73-74 PLAT MM ;C
D33LAT-152362;1502971;DEPOT;11514360;4;1;0.2;0;D33LAT;0000001428;4;20150921;20151015;1510132334909;3.2;3.2;0.8;0;D33LAT-19800369;0.2;4;1;RANGE COUVERTS ROTIN ;C
D33LAT-152363;1501588;DEPOT;11507656;10;1;0.01;0;D33LAT;0000001428;10;20150921;20151015;1510132334652;9.9;9.9;0.1;0;D33LAT-11300098;0.2;10;1;73-74 PLAT GM ;C
D33LAT-152365;1502592;DEPOT;11512634;8;1;0.2;0;D33LAT;0000001430;8;20150921;20151015;1510132335690;6.4;6.4;1.6;0;D33LAT-19800369;0.2;8;1;TOILE CIREE RONDE PVC ;C
D33LAT-152366;1502660;DEPOT;11512817;12.75;1;0.5;0;D33LAT;0000001431;12.75;20150921;20151015;1510132334379;6.375;6.38;6.38;0;D33LAT-11100165;0.2;12.75;1;CHAISE DE BAR GRISE COUL BOIS;C
D33LAT-152367;1502127;DEPOT;11510275;2;1;0.38;0;D33LAT;0000001431;2;20150921;20151015;1510141958611;1.24;1.24;0.76;0;D33LAT-10600207;0.2;2;1;L191 TAPIS MULTICOLORE N2;C
D33LAT-152368;000195;DEPOT;000195-1;10;1;0.5;0;D33LAT;0000001432;10;20150921;20151015;15102512171124;0;5;5;0;D33LAT-10200145;0.2;10;0;Vase haut verre turquoise;C
D33LAT-152369;1502941;DEPOT;11514268;25;1;0.2;0;D33LAT;0000001432;25;20150921;20151015;1510132334374;20;20;5;0;D33LAT-19800369;0.2;25;1;LAMPE PIED BLANC ABJ MAUVE;C
D33LAT-152372;1502971;DEPOT;11514568;45;1;0.2;0;D33LAT;0000001434;45;20150921;20151015;1510132334909;36;36;9;0;D33LAT-19800369;0.2;45;1;POUPEE ECOLIERE ;C
D33LAT-152373;1501835;DEPOT;11508836;19.25;1;0.4;0;D33LAT;0000001434;19.25;20150921;20151015;1510132334622;11.55;11.55;7.7;0;D33LAT-19700084;0.2;19.25;1;SELLETTE ESCALIER 3T1P1T;C
D33LAT-152374;1501972;DEPOT;11509561;175;1;0.478571;0;D33LAT;0000001434;175;20150921;20151015;1510132335673;91.25;91.25;83.75;0;D33LAT-10201124;0.2;175;1;ETAGERE BAR 2T ;C
D33LAT-152375;1501871;DEPOT;11509104;104.5;1;0.497846;0;D33LAT;0000001434;104.5;20150921;20151015;1510141958746;52.475;52.48;52.02;0;D33LAT-11500469;0.2;104.5;1;TETE DE LIT 160 MERISIER CANNAGE;C
D33LAT-152377;1503098;DEPOT;11515119;5;1;0.4;0;D33LAT;0000001436;5;20150921;20151015;1510132334888;3;3;2;0;D33LAT-11200973;0.2;5;1;LUNETTES VINTAGE ;C
D33LAT-152378;1502187;DEPOT;11510519;14;1;0.5;0;D33LAT;0000001437;14;20150921;20151015;1510151147489;7;7;7;0;D33LAT-11400669;0.2;14;1;CADRE PHOTO NUMERIQUE KODAK +ACC;C
D33LAT-152379;1503080;DEPOT;11515000;250;1;0.47;0;D33LAT;0000001438;250;20150921;20151015;151013233488;132.5;132.5;117.5;0;D33LAT-11500729;0.2;250;1;LOT DE 6 CHAISES CHENE PAILLEES;C
D33LAT-152380;000214;DEPOT;000214-14;150;1;0.483333;0;D33LAT;0000001438;150;20150921;20151015;1510132335674;77.5;77.5;72.5;0;D33LATDU50607;0.2;150;1;Table chene 1t 180*85;C
D33LAT-152382;1501588;DEPOT;11507640;10;1;0.01;0;D33LAT;0000001439;10;20150921;20151015;1510132334652;9.9;9.9;0.1;0;D33LAT-11300098;0.2;10;1;51 SUSPENSION ;C
D33LAT-152384;1501547;DEPOT;11507320;41.25;1;0.5;0;D33LAT;0000001440;41.25;20150921;20151015;15102512171150;0;20.63;20.63;0;D33LAT-10200808;0.2;41.25;0;MACHINE A BOUCHER PERLEX ANC;C
D33LAT-152385;000214;DEPOT;000214-37;20;1;0.5;0;D33LAT;0000001441;20;20150921;20151015;1510132335674;10;10;10;0;D33LATDU50607;0.2;20;1;Thermometre barometre;C
D33LAT-152386;1502931;DEPOT;11514096;15;1;0.4;0;D33LAT;0000001442;15;20150921;20151015;1510132334126;7.65;7.65;5.1;0;D33LAT-11200973;0.2;12.75;1;BOUQUET DE FLEURS ARTIF;C
D33LAT-152387;000030;DEPOT;000030-8;25;1;0.5;0;D33LAT;0000001443;25;20150921;20151015;1510132334880;12.5;12.5;12.5;0;D33LAT-11301083;0.2;25;1;Nettoyeur vapeur
hiteks s/carton;C
D33LAT-152388;1502004;DEPOT;11509698;10.5;1;0.5;0;D33LAT;0000001444;10.5;20150921;20151015;1510251217868;0;5.25;5.25;0;D33LAT-11500491;0.2;10.5;0;MEUBLE 1P1T COUL PIN ;C
D33LAT-152389;1501636;DEPOT;11507859;49.5;1;0.5;0;D33LAT;0000001445;49.5;20150921;20151015;1510161022232;24.75;24.75;24.75;0;D33LAT-11400039;0.2;49.5;1;TAPIS 160/230 BEIGE ;C
D33LAT-152390;1501766;DEPOT;11508466;2.2;1;0.5;0;D33LAT;0000001446;2.2;20150921;20151015;1510132335724;1.1;1.1;1.1;0;D33LAT-19900147;0.2;2.2;1;SUCRIER INOX BOULE ;C
D33LAT-152392;000086;DEPOT;000086-1;5;1;0.5;0;D33LAT;0000001447;5;20150921;20151015;1510251217100;0;2.5;2.5;0;D33LAT-10601589;0.055;5;0;Livre;C
D33LAT-152393;1501694;DEPOT;11508128;8.25;1;0.5;0;D33LAT;0000001447;8.25;20150921;20151015;1510132335201;4.125;4.13;4.13;0;D33LAT-11200748;0.2;8.25;1;THEIERE CARRE DECO BLEU;C
D33LAT-152394;1502127;DEPOT;11510342;2;1;0.38;0;D33LAT;0000001447;2;20150921;20151015;1510141958611;1.24;1.24;0.76;0;D33LAT-10600207;0.2;2;1;D400 - TIRELIRE EURO ;C
D33LAT-152396;000064;DEPOT;000064-4;60;1;0.5;0;D33LAT;0000001448;60;20150921;20151015;1510132335837;30;30;30;0;D33LATMO50501;0.2;60;1;ECHELLE EN ALU;C
D33LAT-152397;1500844;DEPOT;11504308;7.5;2;0.5;0;D33LAT;0000001449;15;20150921;20151015;151013233499;7.5;7.5;7.5;0;D33LAT-19900147;0.2;15;1;VOITURE DE COLLECTION ;C
D33LAT-152398;1502625;DEPOT;11512637;21.25;1;0.5;0;D33LAT;0000001449;21.25;20150921;20151015;15102512171123;0;10.63;10.63;0;D33LAT-10600159;0.2;21.25;0;VOITURE BURAGO ;C
D33LAT-152402;1502999;DEPOT;11514529;35;1;0.4;0;D33LAT;0000001452;35;20150921;20151015;151014195886;21;21;14;0;D33LAT-11500719;0.2;35;1;PENDENTIF CRISTAL DE SWAROVSKI;C
D33LAT-152404;1501543;DEPOT;11507272;24.75;1;0.4;0;D33LAT;0000001454;24.75;20150921;20151015;1510132335762;14.85;14.85;9.9;0;D33LAT-19700084;0.2;24.75;1;CHAISE RETRO ;C
D33LAT-152405;000201;DEPOT;000201-72;8;1;0.4;0;D33LAT;0000001455;8;20150921;20151015;1510132335175;4.8;4.8;3.2;0;D33LAT-19700084;0.2;8;1;Crucifix verre bombé;C
D33LAT-152406;000184;DEPOT;000184-18;4;1;0.2;0;D33LAT;0000001456;4;20150921;20151015;1510132335428;3.2;3.2;0.8;0;D33LAT-19800369;0.2;4;1;Vase pm;C
D33LAT-152407;000172;DEPOT;000172-18;15;1;0.5;0;D33LAT;0000001457;15;20150921;20151015;1510132335447;7.5;7.5;7.5;0;D33LATPO50572;0.2;15;1;CAFETIERE VB DECO ROSE;C
D33LAT-152409;000064;DEPOT;000064-5;100;1;0.5;0;D33LAT;0000001459;100;20150921;20151015;1510132335837;50;50;50;0;D33LATMO50501;0.2;100;1;TABLE A VOLET BOIS EXOTIQUE + ACC BB;C
D33LAT-152410;000200;DEPOT;000200-12;8;1;0.5;0;D33LAT;0000001460;8;20150921;20151015;1510251217360;0;4;4;0;D33LAT-19700649;0.2;8;0;Bouteille bleue;C
D33LAT-152411;1500190;DEPOT;11500929;99;1;0.5;0;D33LAT;0000001461;99;20150921;20151015;1510132335927;49.5;49.5;49.5;0;D33LAT-10601159;0.2;99;1;MEUBLE 2P 2ABAT ANC ;C
D33LAT-152412;1502971;DEPOT;11514361;25;1;0.2;0;D33LAT;0000001462;25;20150921;20151015;1510132334909;20;20;5;0;D33LAT-19800369;0.2;25;1;NAPPE CARREE GRIS BLANC DECOR TOILE DE;C
D33LAT-152428;1404385;DEPOT;11422321;8.9;1;0.3;0;D33LAT;0000001466;8.9;20150921;20151015;1510132334596;6.23;6.23;2.67;0;D33LAT-11200450;0.2;8.9;1;CCT4-CAPODASTRE UNI UNIVERSEL;C
D33LAT-152429;1503053;DEPOT;11514896;45;1;0.5;0;D33LAT;0000001466;45;20150921;20151015;1510132335744;22.5;22.5;22.5;0;D33LAT-11200489;0.2;45;1;LOT DE 4 CHAISES PIN ;C
D33LAT-152276;1502975;DEPOT;11514382;75;1;0.5;0;D33LAT;0000001407;75;20150921;20151015;1510141958533;37.5;37.5;37.5;0;D33LAT-11500709;0.2;75;1;COMMODE 3T BLANC COUL HETRE;C
D33LAT-152286;1503080;DEPOT;11514999;300;1;0.466666;0;D33LAT;0000001405;300;20150921;20151015;151013233488;160;160;140;0;D33LAT-11500729;0.2;300;1;TABLE MONASTERE CHENE 2.23/0.83;C
D33LAT-152431;000159;DEPOT;000159-3;6;1;0.5;0;D33LAT;0000001469;6;20150922;20151015;1510251217629;0;3;3;0;D33LAT-10101309;0.2;6;0;Radio reveil scott;C
D33LAT-152433;1502862;DEPOT;11513743;2;1;0.2;0;D33LAT;0000001470;2;20150922;20151015;151013233492;1.6;1.6;0.4;0;D33LAT-19800369;0.2;2;1;COUVERT METAL LOT DE 2 ;C
D33LAT-152434;1502549;DEPOT;11512188;3;1;0.4;0;D33LAT;0000001470;3;20150922;20151015;1510141958355;1.26;1.26;0.84;0;D33LAT-11300406;0.2;2.1;1;ACCESSOIRE CUP CAKE ;C
D33LAT-152435;1500278;DEPOT;11501698;5;1;0.38;0;D33LAT;0000001470;5;20150922;20151015;1510141958322;3.1;3.1;1.9;0;D33LAT-10600207;0.2;5;1;F26-TOILE A PEINDRE 40*50;C
D33LAT-151924;1502826;DEPOT;11513569;490;1;0.460204;0;D33LAT;0000001509;490;20150922;20151015;1510141958230;264.5;264.5;225.5;0;D33LAT-10900716;0.2;490;1;BANQUETTE CUIR IVOIRE ;C
D33LAT-152436;1304349;DEPOT;11325089;3;1;0.38;0;D33LAT;0000001470;3;20150922;20151015;1510141958741;1.86;1.86;1.14;0;D33LAT-10600207;0.2;3;1;A294 BOITE RANGEMENT GM;C
D33LAT-152437;000156;DEPOT;000156-60;45;1;0.4;0;D33LAT;0000001471;45;20150922;20151015;1510141958268;27;27;18;0;D33LAT-11300406;0.2;45;1;PAIRE DE FLACONS ANC GUERLAIN;C
D33LAT-152438;000096;DEPOT;000096-26;7;1;0.4;0;D33LAT;0000001471;7;20150922;20151015;1510141958296;4.2;4.2;2.8;0;D33LAT-11300406;0.2;7;1;Plat verre rond;C
D33LAT-152442;1500745;DEPOT;11503727;150;1;0.483333;0;D33LAT;0000001474;150;20150922;20151015;1510132335159;77.5;77.5;72.5;0;D33LAT-11500195;0.2;150;1;BUFFET CHENE 6 PORTES 3 TIROIRS 2 CORPS;C
D33LAT-151933;000180;DEPOT;000180-3;75;1;0.5;0;D33LAT;0000001468;75;20150922;20151015;1510132335926;37.5;37.5;37.5;0;D33LATHE50561;0.2;75;1;Frigo table top vedette ;C
D33LAT-152445;000172;DEPOT;000172-13;15;1;0.5;0;D33LAT;0000001476;15;20150922;20151015;1510132335447;7.5;7.5;7.5;0;D33LATPO50572;0.2;15;1;SELLETTE ROTIN;C
D33LAT-152446;000096;DEPOT;000096-57;8;1;0.4;0;D33LAT;0000001476;8;20150922;20151015;1510141958296;4.8;4.8;3.2;0;D33LAT-11300406;0.2;8;1;Boite bagues fantaisie;C
D33LAT-152447;1502549;DEPOT;11512188;3;1;0.4;0;D33LAT;0000001476;3;20150922;20151015;1510141958355;1.26;1.26;0.84;0;D33LAT-11300406;0.2;2.1;1;ACCESSOIRE CUP CAKE ;C
D33LAT-152448;1500819;DEPOT;11504032;0.5;2;0.4;0;D33LAT;0000001476;1;20150922;20151015;151014195870;0.516;0.52;0.34;0;D33LAT-11300406;0.2;0.86;1;JOUET ;C
D33LAT-152450;000161;DEPOT;000161-1;20;1;0.5;0;D33LAT;0000001477;20;20150922;20151015;15102512171122;0;10;10;0;D33LAT-11000734;0.2;20;0;Balance anc;C
D33LAT-152452;000200;DEPOT;000200-2;20;1;0.5;0;D33LAT;0000001477;20;20150922;20151015;1510251217360;0;10;10;0;D33LAT-19700649;0.2;20;0;Lot de verres à vin gm;C
D33LAT-152456;1503080;DEPOT;11515013;60;1;0.5;0;D33LAT;0000001480;60;20150922;20151015;151013233488;30;30;30;0;D33LAT-11500729;0.2;60;1;FAUTEUIL NOIR VELOURS OR;C
D33LAT-152458;000127;DEPOT;000127-2;100;1;0.5;0;D33LAT;0000001481;100;20150922;20151015;1510132335472;50;50;50;0;D33LAT-19800263;0.2;100;1;POELE A PÉTROLE+ACC
BLUE SKY;C
D33LAT-152459;1502433;DEPOT;11511591;85;1;0.5;0;D33LAT;0000001482;85;20150922;20151015;1510132335479;35;35;35;0;D33LAT-11500584;0.2;70;1;LUSTRE 8 BRANCHES BEIGE/FEUILLES DORÉES;C
D33LAT-152461;1502549;DEPOT;11512326;29.75;1;0.4;0;D33LAT;0000001484;29.75;20150922;20151015;1510141958355;14.7;14.7;9.8;0;D33LAT-11300406;0.2;24.5;1;LIMOUSINE BLANCHE ;C
D33LAT-152462;1501226;DEPOT;11505947;18;1;0.5;0;D33LAT;0000001485;18;20150922;20151015;1510141958803;9;9;9;0;D33LAT-10600149;0.2;18;1;HELICE DOUBLE ;C
D33LAT-152464;000096;DEPOT;000096-22;8;1;0.4;0;D33LAT;0000001486;8;20150922;20151015;1510141958296;4.8;4.8;3.2;0;D33LAT-11300406;0.2;8;1;Lot verres facettes pm;C
D33LAT-152465;1500605;DEPOT;11503057;8;1;0.4;0;D33LAT;0000001486;8;20150922;20151015;1510132334597;4.8;4.8;3.2;0;D33LAT-19700084;0.2;8;1;LOT DE FLUTE A CHAMPAGNE PM;C
D33LAT-152466;000214;DEPOT;000214-18;75;1;0.5;0;D33LAT;0000001486;75;20150922;20151015;1510132335674;37.5;37.5;37.5;0;D33LATDU50607;0.2;75;1;Chaise escabeau anc;C
D33LAT-152467;1501999;DEPOT;11509670;17.5;1;0.4;0;D33LAT;0000001486;17.5;20150922;20151015;1510132334626;9;9;6;0;D33LAT-19700084;0.2;15;1;LOT DE VERRES PM GRAVÉS;C
D33LAT-152468;1501634;DEPOT;11507861;13.75;1;0.4;0;D33LAT;0000001487;13.75;20150922;20151015;1510132334640;8.25;8.25;5.5;0;D33LAT-19700084;0.2;13.75;1;PAIRE DE SERRE LIVRES MARBRE BUSTE BLANC;C
D33LAT-152469;1501075;DEPOT;11505202;30;1;0.5;0;D33LAT;0000001488;30;20150922;20151015;1510211104406;15;15;15;0;D33LAT-11500280;0.2;30;1;TAPIS ROUGE MOTIF FLEURS 190X260;C
D33LAT-152470;1501588;DEPOT;11507547;190;1;0.01;0;D33LAT;0000001488;190;20150922;20151015;1510132334652;188.1;188.1;1.9;0;D33LAT-11300098;0.2;190;1;AF06 PARAVENT TECK 180 150;C
D33LAT-152471;1501571;DEPOT;11507441;104.5;1;0.497846;0;D33LAT;0000001489;104.5;20150922;20151015;1510132335158;52.475;52.48;52.02;0;D33LAT-11100123;0.2;104.5;1;FAUTEUIL INTERIOR'S TISSU CARREAUX;C
D33LAT-152473;1502999;DEPOT;11514529;35;1;0.4;0;D33LAT;0000001491;35;20150922;20151015;151014195886;21;21;14;0;D33LAT-11500719;0.2;35;1;PENDENTIF CRISTAL DE SWAROVSKI;C
D33LAT-152475;1402238;DEPOT;11411664;15;1;0.4;0;D33LAT;0000001492;15;20150922;20151015;1510132334364;9;9;6;0;D33LAT-11200973;0.2;15;1;CHAISE CHINOISE ;C
D33LAT-152477;000215;DEPOT;000215-10;15;1;0.5;0;D33LAT;0000001494;15;20150922;20151015;1510132335925;7.5;7.5;7.5;0;D33LAT-19800725;0.2;15;1;CHARGEUR DE BATTERIE;C
D33LAT-152479;1502268;DEPOT;11510874;69;1;0.38;0;D33LAT;0000001495;69;20150922;20151015;1510132335768;42.78;42.78;26.22;0;D33LAT-11400172;0.2;69;1;500444 YUYU 1 PLACE 75/35/65 TECK;C
D33LAT-152480;1503101;DEPOT;11515169;50;1;0.5;0;D33LAT;0000001496;50;20150922;20151015;1510251217866;0;25;25;0;D33LAT-11500738;0.2;50;0;VALET DE NUIT BOIS GM ;C
D33LAT-152481;000226;DEPOT;000226-8;15;6;0.4;0;D33LAT;0000001497;90;20150922;20151015;1510141958227;54;54;36;0;D33LAT-11300406;0.2;90;1;CHAISE D ACCUEIL NOIRE;C
D33LAT-152482;000226;DEPOT;000226-26;99;1;0.4;0;D33LAT;0000001497;99;20150922;20151015;1510141958227;59.4;59.4;39.6;0;D33LAT-11300406;0.2;99;1;BUREAU MODERNE PRO GAMI 155*80 CM;C
D33LAT-152483;000226;DEPOT;000226-11;49;1;0.4;0;D33LAT;0000001497;49;20150922;20151015;1510141958227;29.4;29.4;19.6;0;D33LAT-11300406;0.2;49;1;CAISSON DE BUREAU 2 TIROIRS
SANS CLE;C
D33LAT-152484;000089;DEPOT;000089-66;20;1;0.4;0;D33LAT;0000001498;20;20150922;20151015;1510132335758;12;12;8;0;D33LAT-19700084;0.2;20;1;Opaline lustre gm;C
D33LAT-152485;1502931;DEPOT;11514119;10;1;0.4;0;D33LAT;0000001498;10;20150922;20151015;1510132334126;5.1;5.1;3.4;0;D33LAT-11200973;0.2;8.5;1;STATUETTE DANSEUSE ;C
D33LAT-152486;1402735;DEPOT;11414126;6.5;1;0.4;0;D33LAT;0000001498;6.5;20150922;20151015;1510132335157;3;3;2;0;D33LAT-19700084;0.2;5;1;MASQUE BRONZE PM AFRICAIN;C
D33LAT-152493;000172;DEPOT;000172-27;100;1;0.5;0;D33LAT;0000001503;100;20150922;20151015;1510132335447;50;50;50;0;D33LATPO50572;0.2;100;1;Table à volets chéne ;C
D33LAT-152494;1502886;DEPOT;11513880;80;1;0.5;0;D33LAT;0000001503;80;20150922;20151015;1510132335805;40;40;40;0;D33LAT-11500687;0.2;80;1;FAUTEUIL ROTIN BOIS ;C
D33LAT-152497;1502971;DEPOT;11514372;3;1;0.2;0;D33LAT;0000001504;3;20150922;20151015;1510132334909;2.4;2.4;0.6;0;D33LAT-19800369;0.2;3;1;DVD FILM ;C
D33LAT-152501;1502967;DEPOT;11514303;8;2;0.5;0;D33LAT;0000001505;16;20150922;20151015;1510132334101;8;8;8;0;D33LAT-11000992;0.2;16;1;CADRE 50*70 TOUR BLEU ;C
D33LAT-152503;1502971;DEPOT;11514563;3;1;0.2;0;D33LAT;0000001507;3;20150922;20151015;1510132334909;2.4;2.4;0.6;0;D33LAT-19800369;0.2;3;1;DVD FILM ;C
D33LAT-152504;1502971;DEPOT;11514563;3;1;0.2;0;D33LAT;0000001507;3;20150922;20151015;1510132334909;2.4;2.4;0.6;0;D33LAT-19800369;0.2;3;1;DVD FILM ;C
D33LAT-152506;1502549;DEPOT;11512225;1;10;0.4;0;D33LAT;0000001510;10;20150922;20151015;1510141958355;6;6;4;0;D33LAT-11300406;0.2;10;1;LOT DE 3 COUVERTS PM ;C
D33LAT-152508;1502331;DEPOT;11511139;63.75;1;0.4;0;D33LAT;0000001512;63.75;20150922;20151015;1510141958318;31.5;31.5;21;0;D33LAT-11300406;0.2;52.5;1;LAMPE DE SALON ;C
D33LAT-152509;1501337;DEPOT;11506377;4;1;0.5;0;D33LAT;0000001513;4;20150922;20151015;1510251217610;0;2;2;0;D33LAT-11200500;0.2;4;0;POUPEE DE COLLECTION BLONDE;C
D33LAT-152510;1501853;DEPOT;11508994;24.75;1;0.4;0;D33LAT;0000001513;24.75;20150922;20151015;151014195837;14.85;14.85;9.9;0;D33LAT-11300406;0.2;24.75;1;APPAREIL PHOTO ARGENTIQUE MINOLTA;C
D33LAT-152512;1500278;DEPOT;11501473;33;1;0.38;0;D33LAT;0000001515;33;20150922;20151015;1510141958322;20.46;20.46;12.54;0;D33LAT-10600207;0.2;33;1;V157-SAUTEUSE 24CM ;C
D33LAT-152513;1502127;DEPOT;11510321;14;1;0.38;0;D33LAT;0000001515;14;20150922;20151015;1510141958611;8.68;8.68;5.32;0;D33LAT-10600207;0.2;14;1;E392 POELE A INDUCTION 26CM;C
D33LAT-152514;1500278;DEPOT;11501803;39;1;0.38;0;D33LAT;0000001515;39;20150922;20151015;1510141958322;24.18;24.18;14.82;0;D33LAT-10600207;0.2;39;1;E413 SERIE DE 3 CASSEROLES;C
D33LAT-152516;1501680;DEPOT;11508256;1.9;2;0.38;0;D33LAT;0000001517;3.8;20150922;20151015;1510141958578;2.356;2.36;1.44;0;D33LAT-10600207;0.2;3.8;1;D417-MUG N3 ;C
